Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Paulinellidae|Paulinella|Paulinella+sp.;Rhizaria;Euglyphida;Euglyphida;Paulinella;9.5;47;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Imbricatea_U1|Novel-clade-3_X|Novel-clade-3_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Imbricatea;NA;NA;NA;Round;NA;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Imbricatea_U2|Novel-clade-4b_X|Novel-clade-4b_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Imbricatea;NA;NA;NA;Round;NA;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Imbricatea_U3|Novel-clade-1b_X|Novel-clade-1b_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Imbricatea;NA;NA;NA;Round;NA;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Imbricatea_X|Imbricatea_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Imbricatea;NA;NA;NA;Round;NA;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida;Rhizaria;Marimonadida;Marimonadida;Marimonadida;NA;NA;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida|Auranticordis|Auranticordis+quadriverberis;Rhizaria;Marimonadida;Marimonadida;Auranticordis;35;75;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;1;Kleptoplastidic;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida|Marimonadida_X|Marimonadida_X+sp.;Rhizaria;Marimonadida;Marimonadida;Marimonadida;NA;NA;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida|Pseudopirsonia;Rhizaria;Marimonadida;Marimonadida;Pseudopirsonia;12;14;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida|Pseudopirsonia|Pseudopirsonia+mucosa;Rhizaria;Marimonadida;Marimonadida;Pseudopirsonia;12;14;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Marimonadida|Pseudopirsonia|Pseudopirsonia+sp.;Rhizaria;Marimonadida;Marimonadida;Pseudopirsonia;12;14;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonadida;5;50;Siliceous;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Esquamulidae|Esquamula|Esquamula+lacrimiformis;Rhizaria;Thaumatomonadida;Thaumatomonadida;Esquamula;4;12;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Peregriniidae|Peregrinia|Peregrinia+clavideferens;Rhizaria;Thaumatomonadida;Thaumatomonadida;Peregrinia;14;40;Siliceous;Amoeboid;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Peregriniidae|Peregrinia|Peregrinia+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Peregrinia;14;40;Siliceous;Amoeboid;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadida_U1|Thaumatomonadida_U1_X1|Thaumatomonadida_U1_X1+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonadida;5;50;Siliceous;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadida_U2|Thaumatomonadida_U2_X1|Thaumatomonadida_U2_X1+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonadida;5;50;Siliceous;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonadidae;5;50;Siliceous;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Ovaloplaca|Ovaloplaca+salina;Rhizaria;Thaumatomonadida;Thaumatomonadida;Ovaloplaca;8;13;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Ovaloplaca|Ovaloplaca+yabukii;Rhizaria;Thaumatomonadida;Thaumatomonadida;Ovaloplaca;10;12;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Reckertia|Reckertia+filosa;Rhizaria;Thaumatomonadida;Thaumatomonadida;Reckertia;11;12.5;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Reckertia|Reckertia+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Reckertia;6;19;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Scutellomonas|Scutellomonas+patella;Rhizaria;Thaumatomonadida;Thaumatomonadida;Scutellomonas;7.7;12.7;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatomonadidae_X1|Thaumatomonadidae_X1+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonadidae;5;50;Siliceous;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatomonas;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonas;6;16;Siliceous;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatomonas|Thaumatomonas+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatomonas;6;16;Siliceous;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatospina;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatospina;8;19;Siliceous;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatospina|Thaumatospina+sp.;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatospina;8;30;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Thaumatomonadida|Thaumatomonadidae|Thaumatospina|Thaumatospina+vancouveri;Rhizaria;Thaumatomonadida;Thaumatomonadida;Thaumatospina;8.6;18.6;Siliceous;Amoeboid;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Variglissida|Clautriaviidae|Clautriavia|Clautriavia+biflagellata;Rhizaria;Variglissida;Variglissida;Clautriavia;15;20;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Variglissida|Novel-clade-2|Novel-clade-2_X|Novel-clade-2_X+sp.;Rhizaria;Variglissida;Variglissida;Variglissida;NA;NA;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Variglissida|Nudifilidae|Nudifilidae_X|Nudifilidae_X+sp.;Rhizaria;Variglissida;Variglissida;Nudifilidae;5;15;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Metromonas_lineage|Metromonas_lineage_X|Metromonas_lineage_X+sp.;Rhizaria;Metromonas;Metromonas;Metromonas;4.5;20;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Micrometopion_lineage|Micrometopion|Micrometopion+nutans;Rhizaria;Micrometopion;Micrometopion;Micrometopion;5;7.5;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae;Rhizaria;Cercomonadidae;Cercomonadidae;Cercomonadidae;5;20;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Cavernomonas|Cavernomonas+stercoris;Rhizaria;Cercomonadidae;Cercomonadidae;Cavernomonas;4;9;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonadidae_X|Cercomonadidae_X+sp.;Rhizaria;Cercomonadidae;Cercomonadidae;Cercomonadidae;5;20;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonas;Rhizaria;Cercomonadidae;Cercomonadidae;Cercomonas;5;38;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonas|Cercomonas+braziliensis;Rhizaria;Cercomonadidae;Cercomonadidae;Cercomonas;13;23;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Cercomonas|Cercomonas+sp.;Rhizaria;Cercomonadidae;Cercomonadidae;Cercomonas;5;38;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Eocercomonas;Rhizaria;Cercomonadidae;Cercomonadidae;Eocercomonas;4;15;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Eocercomonas|Eocercomonas+ramosa;Rhizaria;Cercomonadidae;Cercomonadidae;Eocercomonas;5;15;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Cercomonadidae|Eocercomonas|Eocercomonas+sp.;Rhizaria;Cercomonadidae;Cercomonadidae;Eocercomonas;4;15;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Nucleocercomonas|Nucleocercomonas+praelonga;Rhizaria;Cercomonadidae;Cercomonadidae;Nucleocercomonas;10.3;12.8;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Attached;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;4;16;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas+compacta;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;4;7;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas+crassicauda;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;6;10;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas+minima;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;5;9;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas+sp.;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;4;16;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas+virgaria;Rhizaria;Cercomonadidae;Cercomonadidae;Paracercomonas;6;14;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida;Rhizaria;Glissomonadida;Glissomonadida;Glissomonadida;2.5;18;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Allapsidae|Allantion|Allantion+sp.;Rhizaria;Glissomonadida;Glissomonadida;Allantion;8;14;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Allapsidae|Allapsa|Allapsa+mylnikovi;Rhizaria;Glissomonadida;Glissomonadida;Allapsa;3;4.5;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Allapsidae|Allapsidae_X|Allapsidae_X+sp.;Rhizaria;Glissomonadida;Glissomonadida;Allapsidae;2;6.5;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Clade_T|Clade_T_X2|Clade_T_X2+sp.;Rhizaria;Glissomonadida;Glissomonadida;Clade;2.5;18;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Clade_Z|Clade_Z_X|Clade_Z_X+sp.;Rhizaria;Glissomonadida;Glissomonadida;Clade;2.5;18;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Glissomonadida_X|Glissomonadida_X+sp.;Rhizaria;Glissomonadida;Glissomonadida;Glissomonadida;2.5;18;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae;Rhizaria;Glissomonadida;Glissomonadida;Sandonidae;2.5;13;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Flectomonas;Rhizaria;Glissomonadida;Glissomonadida;Flectomonas;6;10;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Flectomonas|Flectomonas+lenti;Rhizaria;Glissomonadida;Glissomonadida;Flectomonas;6;10;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Neoheteromita;Rhizaria;Glissomonadida;Glissomonadida;Neoheteromita;4.5;13;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Neoheteromita|Neoheteromita+globosa;Rhizaria;Glissomonadida;Glissomonadida;Neoheteromita;5;8;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Neoheteromita|Neoheteromita+sp.;Rhizaria;Glissomonadida;Glissomonadida;Neoheteromita;4.5;13;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Sandona;Rhizaria;Glissomonadida;Glissomonadida;Sandona;2.5;6.5;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Sandona|Sandona+aporians;Rhizaria;Glissomonadida;Glissomonadida;Sandona;3;5;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Sandona|Sandona+limna;Rhizaria;Glissomonadida;Glissomonadida;Sandona;3;5;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Sandona|Sandona+sp.;Rhizaria;Glissomonadida;Glissomonadida;Sandona;2.5;6.5;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Sandonidae|Sandonidae_X|Sandonidae_X+sp.;Rhizaria;Glissomonadida;Glissomonadida;Sandonidae;2.5;6.5;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Glissomonadida|Viridiraptoridae|Viridiraptor|Viridiraptor+invadens;Rhizaria;Glissomonadida;Glissomonadida;Viridiraptor;5;5;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Pansomonadida|Agitata_lineage|Agitata|Agitata+vibrans;Rhizaria;Pansomonadida;Pansomonadida;Agitata;6.5;17;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Sainourida|Helkesimastix|Helkesimastix+marina;Rhizaria;Sainourida;Sainourida;Helkesimastix;3.7;13.8;Naked;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Sarcomonadea|Sarcomonadea_X|Sarcomonadea_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Sarcomonadea;NA;NA;Naked;NA;NA;Bilateral;Heteropolar;None;NA;NA;NA;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Thecofilosea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida;Rhizaria;Thecofilosea;Cryomonadida;Cryomonadida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Cryomonadida_X|Cryomonadida_X+sp.;Rhizaria;Thecofilosea;Cryomonadida;Cryomonadida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Cryothecomonas;Rhizaria;Thecofilosea;Cryomonadida;Cryothecomonas;9;32;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Cryothecomonas|Cryothecomonas+aestivalis;Rhizaria;Thecofilosea;Cryomonadida;Cryothecomonas;9;20;Naked;Elongated;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Cryothecomonas|Cryothecomonas+sp.;Rhizaria;Thecofilosea;Cryomonadida;Cryothecomonas;9;32;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Protaspa_1;Rhizaria;Thecofilosea;Cryomonadida;Protaspa;4.5;55;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Protaspa_1|Protaspa_1+grandis;Rhizaria;Thecofilosea;Cryomonadida;Protaspa;32.5;55;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Protaspa_1|Protaspa_1+sp.;Rhizaria;Thecofilosea;Cryomonadida;Protaspa;5.5;55;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Protaspa_2|Protaspa_2+obliqua;Rhizaria;Thecofilosea;Cryomonadida;Protaspa;8;32;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Protaspa_X|Protaspa_X+sp.;Rhizaria;Thecofilosea;Cryomonadida;Protaspa;4.5;55;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Cryomonadida|Rhogostoma_2|Rhogostoma_2+schuessleri;Rhizaria;Thecofilosea;Cryomonadida;Rhogostoma;15;15;Organic;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida;Rhizaria;Thecofilosea;Ebriida;Ebriida;NA;NA;NA;Elongated;0;Bilateral;Heteropolar;NA;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage;Rhizaria;Thecofilosea;Ebriida;Ebria;NA;NA;NA;Elongated;0;Bilateral;Heteropolar;NA;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Botuliforma|Botuliforma+benthica;Rhizaria;Thecofilosea;Ebriida;Botuliforma;35;35;Naked;Elongated;0;Bilateral;Heteropolar;Round;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Botuliforma|Botuliforma+sp.;Rhizaria;Thecofilosea;Ebriida;Botuliforma;35;35;Naked;Elongated;0;Bilateral;Heteropolar;Round;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Ebria;Rhizaria;Thecofilosea;Ebriida;Ebria;18;40;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Ebria_lineage_X1|Ebria_lineage_X1+sp.;Rhizaria;Thecofilosea;Ebriida;Ebria;18;40;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Ebria|Ebria+sp.;Rhizaria;Thecofilosea;Ebriida;Ebria;18;40;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebria_lineage|Ebria|Ebria+tripartita;Rhizaria;Thecofilosea;Ebriida;Ebria;24;34;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebriida_U1|Ebriida_U1_X1|Ebriida_U1_X1+sp.;Rhizaria;Thecofilosea;Ebriida;Ebriida;NA;NA;NA;Elongated;0;Bilateral;Heteropolar;NA;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Ebriida_X|Ebriida_X+sp.;Rhizaria;Thecofilosea;Ebriida;Ebriida;NA;NA;NA;Elongated;0;Bilateral;Heteropolar;NA;Swimmer;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Thecofilosea|Ebriida|Tagiri1_lineage|Tagiri1_lineage_X|Tagiri1_lineage_X+sp.;Rhizaria;Thecofilosea;Ebriida;Ebriida;NA;NA;NA;Elongated;0;Bilateral;Heteropolar;NA;Swimmer;0;None;Intern;NA;0;NA
